"datasetId","measurementId","measurementType","referencingId","sourceDoi","sourceId","timeRelative","timeUnit","timeAbsolute","parameter","inheritId","parameterDescription","parameterDataType","parameterText","parameterStatistics","parameterNumeric","parameterNumericOperator","parameterUnit","parameterUncertaintyType","parameterUncertaintyLower","parameterUncertaintyUpper","parameterUncertaintyUnit","ownerGroup","protocolId","instrumentId","X","X.1"
"10.1002/smll.201301597",479,"Instance",345,"",NA,20.2,"day",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1002/smll.201301597",480,"Material",479,"",NA,NA,"",NA,"Core Component",NA,"Reported by Supplier","Text","Silver Nanoparticle","","","","","","","","","[]","[""162""]","[]",NA,NA
"10.1002/smll.201301597",481,"Property",480,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Supplier","Text","Citrate","","","","","","","","","[]","[""162""]","[]",NA,NA
"10.1002/smll.201301597",482,"Property",480,"",NA,NA,"",NA,"Concentration",NA,"Reported by Supplier","Numeric","","","0.5","=","microgram per milliliter","","","","","[]","[""162""]","[]",NA,NA
"10.1002/smll.201301597",483,"Medium",479,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",484,"Property",483,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vitro","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",485,"Property",483,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus musculus","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",486,"Property",483,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",487,"Property",483,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",488,"Property",483,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Numeric","","","8","=","week","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",489,"Property",483,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","oropharyngeal aspiration","","8","=","week","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",490,"Property",483,"",NA,NA,"",NA,"CXC Chemokine",NA,"Reported by Experimenter","Numeric","","","238","=","picogram per milliliter","","","252","picogram per milliliter","[]","[""164""]","[""82""]",NA,NA
"10.1002/smll.201301597",491,"Property",483,"",NA,NA,"",NA,"Monocyte chemoattractant protein 1",NA,"Reported by Experimenter","Numeric","","","14","=","picogram per milliliter","","","17","picogram per milliliter","[]","[""164""]","[""82""]",NA,NA
"10.1002/smll.201301597",492,"Property",483,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","1.9","=","microgram per microgram","","","2.1","microgram per microgram","[]","[""165""]","[""82""]",NA,NA
"10.1002/smll.201301597",493,"Property",483,"",NA,NA,"",NA,"transforming growth factor beta",NA,"Reported by Experimenter","Numeric","","","77","=","picogram per milliliter","","","98","picogram per milliliter","[]","[""165""]","[""82""]",NA,NA
"10.1002/smll.201301597",494,"Property",483,"",NA,NA,"",NA,"Platelet-Derived Growth Factor",NA,"Reported by Experimenter","Numeric","","","106","=","picogram per milliliter","","","114","picogram per milliliter","[]","[""165""]","[""82""]",NA,NA
"10.1002/smll.201301597",495,"Instance",359,"",NA,20.2,"day",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1002/smll.201301597",496,"Material",495,"",NA,NA,"",NA,"Core Component",NA,"Reported by Supplier","Text","Silver Nanoparticle","","","","","","","","","[]","[""162""]","[]",NA,NA
"10.1002/smll.201301597",497,"Property",496,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Supplier","Text","Citrate","","","","","","","","","[]","[""162""]","[]",NA,NA
"10.1002/smll.201301597",498,"Property",496,"",NA,NA,"",NA,"Concentration",NA,"Reported by Supplier","Numeric","","","1","=","microgram per milliliter","","","","","[]","[""162""]","[]",NA,NA
"10.1002/smll.201301597",499,"Medium",495,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",500,"Property",499,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vitro","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",501,"Property",499,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus musculus","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",502,"Property",499,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",503,"Property",499,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",504,"Property",499,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Numeric","","","8","=","week","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",505,"Property",499,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","Oropharyngeal aspiration","","8","=","week","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",506,"Property",499,"",NA,NA,"",NA,"CXC Chemokine",NA,"Reported by Experimenter","Numeric","","","250","=","picogram per milliliter","","","260","picogram per milliliter","[]","[""164""]","[""82""]",NA,NA
"10.1002/smll.201301597",507,"Property",499,"",NA,NA,"",NA,"Monocyte chemoattractant protein 1",NA,"Reported by Experimenter","Numeric","","","21","=","picogram per milliliter","","","24","picogram per milliliter","[]","[""164""]","[""82""]",NA,NA
"10.1002/smll.201301597",508,"Property",499,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","2.3","=","microgram per microgram","","","2.4","microgram per microgram","[]","[""165""]","[""82""]",NA,NA
"10.1002/smll.201301597",509,"Property",499,"",NA,NA,"",NA,"transforming growth factor beta",NA,"Reported by Experimenter","Numeric","","","98","=","picogram per milliliter","","","113","picogram per milliliter","[]","[""165""]","[""82""]",NA,NA
"10.1002/smll.201301597",510,"Property",499,"",NA,NA,"",NA,"Platelet-Derived Growth Factor",NA,"Reported by Experimenter","Numeric","","","132","=","picogram per milliliter","","","142","picogram per milliliter","[]","[""165""]","[""82""]",NA,NA
"10.1002/smll.201301597",511,"Instance",373,"",NA,20.2,"day",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1002/smll.201301597",512,"Material",511,"",NA,NA,"",NA,"Core Component",NA,"Reported by Supplier","Text","silver nitrate","","","","","","","","","[]","[""162""]","[]",NA,NA
"10.1002/smll.201301597",513,"Medium",511,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",514,"Property",513,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vitro","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",515,"Property",513,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus musculus","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",516,"Property",513,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",517,"Property",513,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",518,"Property",513,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Numeric","","","8","=","week","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",519,"Property",513,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","oropharyngeal aspiration","","8","=","week","","","","","[]","[""165""]","[]",NA,NA
"10.1002/smll.201301597",520,"Property",513,"",NA,NA,"",NA,"CXC Chemokine",NA,"Reported by Experimenter","Numeric","","","190","=","picogram per milliliter","","","221","picogram per milliliter","[]","[""164""]","[""82""]",NA,NA
"10.1002/smll.201301597",521,"Property",513,"",NA,NA,"",NA,"Monocyte chemoattractant protein 1",NA,"Reported by Experimenter","Numeric","","","14","=","picogram per milliliter","","","17","picogram per milliliter","[]","[""164""]","[""82""]",NA,NA
"10.1002/smll.201301597",522,"Property",513,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","2.1","=","microgram per microgram","","","2.2","microgram per microgram","[]","[""165""]","[""82""]",NA,NA
"10.1002/smll.201301597",523,"Property",513,"",NA,NA,"",NA,"transforming growth factor beta",NA,"Reported by Experimenter","Numeric","","","41","=","picogram per milliliter","","","52","picogram per milliliter","[]","[""165""]","[""82""]",NA,NA
"10.1002/smll.201301597",524,"Property",513,"",NA,NA,"",NA,"Platelet-Derived Growth Factor",NA,"Reported by Experimenter","Numeric","","","99","=","picogram per milliliter","","","100","picogram per milliliter","[]","[""165""]","[""82""]",NA,NA
"10.1186/s12989-014-0052-6",1,"Instance",NA,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",2,"Material",1,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",3,"Property",2,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",4,"Property",2,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text ","nanoComposix, Inc ","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",5,"Property",2,"",NA,NA,"",NA,"Diameter",NA,"Reported by Experimenter","Numeric","","mean","33.1","=","nanometer","standard deviation","28","38.8","nanometer","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",6,"Property",2,"",NA,NA,"",NA,"Length",NA,"Reported by Experimenter","Numeric","","mean","2","=","micrometer","standard deviation","1.4","2.6","micrometer","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",7,"Property",2,"",NA,NA,"",NA,"Aspect Ratio",NA,"Reported by Experimenter","Numeric","","mean","62.1","=","dimensionless","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",8,"Property",2,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","mean","0.01","=","milligram per milliliter","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",9,"Instance",NA,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",10,"Material",9,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",11,"Property",10,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",12,"Property",10,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text ","nanoComposix, Inc ","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",13,"Property",10,"",NA,NA,"",NA,"Diameter",NA,"Reported by Experimenter","Numeric","","mean","64.7","=","nanometer","standard deviation","50.6","78.8","nanometer","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",14,"Property",10,"",NA,NA,"",NA,"Length",NA,"Reported by Experimenter","Numeric","","mean","20.8","=","micrometer","standard deviation","10","31.6","micrometer","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",15,"Property",10,"",NA,NA,"",NA,"Aspect Ratio",NA,"Reported by Experimenter","Numeric","","mean","321.4","=","dimensionless","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",16,"Property",10,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","mean","0.008","=","milligram per milliliter","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",17,"Instance",1,"",NA,1,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",18,"Material",17,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",19,"Property",18,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",20,"Medium",17,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",21,"Property",20,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",22,"Property",20,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","Sprague-Dawley","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",23,"Property",20,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",24,"Property",20,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Numeric","","","11","=","week","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",25,"Property",20,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text ","Harlan Laboratories","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",26,"Property",20,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",27,"Property",20,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","intratracheal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",28,"Property",20,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","0","=","milligram per kilogram","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",29,"Medium",17,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",30,"Property",29,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","35000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",31,"Property",29,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",32,"Property",29,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","540000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",33,"Property",29,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","78","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",34,"Property",29,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","500000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",35,"Instance",1,"",NA,1,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",36,"Material",35,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",37,"Property",36,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",38,"Medium",35,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",39,"Property",38,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",40,"Property",38,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","Sprague-Dawley","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",41,"Property",38,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",42,"Property",38,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Numeric","","","11","=","week","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",43,"Property",38,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text ","Harlan Laboratories","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",44,"Property",38,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",45,"Property",38,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","intratracheal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",46,"Property",38,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","0.1","=","milligram per kilogram","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",47,"Medium",35,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",48,"Property",47,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","71000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",49,"Property",47,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","7000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",50,"Property",47,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","460000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",51,"Property",47,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","69","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",52,"Property",47,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","380000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",53,"Instance",1,"",NA,1,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",54,"Material",53,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",55,"Property",54,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",56,"Medium",53,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",57,"Property",56,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",58,"Property",56,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","Sprague-Dawley","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",59,"Property",56,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",60,"Property",56,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Numeric","","","11","=","week","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",61,"Property",56,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text ","Harlan Laboratories","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",62,"Property",56,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",63,"Property",56,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","intratracheal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",64,"Property",56,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","0.5","=","milligram per kilogram","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",65,"Medium",53,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",66,"Property",65,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","420000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",67,"Property",65,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","60000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",68,"Property",65,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","1000000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",69,"Property",65,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","170","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",70,"Property",65,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","520000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",71,"Instance",1,"",NA,1,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",72,"Material",71,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",73,"Property",72,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",74,"Medium",71,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",75,"Property",74,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",76,"Property",74,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","Sprague-Dawley","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",77,"Property",74,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",78,"Property",74,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Numeric","","","11","=","week","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",79,"Property",74,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text ","Harlan Laboratories","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",80,"Property",74,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",81,"Property",74,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","intratracheal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",82,"Property",74,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","1","=","milligram per kilogram","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",83,"Medium",71,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",84,"Property",83,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","720000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",85,"Property",83,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","110000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",86,"Property",83,"",NA,NA,"",NA,"Cell count",NA,"Reported by Experimenter","Numeric","","mean","1400000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",87,"Property",83,"",NA,NA,"",NA,"Protein measurement",NA,"Reported by Experimenter","Numeric","","mean","188","=","microgram per milliliter","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",88,"Property",83,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","mean","550000","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",89,"Instance",17,"",NA,6,"Day ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1186/s12989-014-0052-6",90,"Material",89,"",NA,NA,"",NA,"Core component",NA,"Reported by Supplier","Text ","silver nanoparticle","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",91,"Property",90,"",NA,NA,"",NA,"Surface Chemistry",NA,"Reported by Experimenter","Text ","Poly Vinyl Pyrrolidone","","","","","","","","","[]","[""220""]","[]",NA,NA
"10.1186/s12989-014-0052-6",92,"Medium",89,"",NA,NA,"",NA,"Class",20,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""221""]","[]",NA,NA
"10.1186/s12989-014-0052-6",93,"Medium",89,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",94,"Property",93,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
"10.1186/s12989-014-0052-6",95,"Property",93,"",NA,NA,"",NA,"Eosinophil count",NA,"Reported by Experimenter","Numeric","","mean","0","=","dimensionless","","","","","[]","[""222""]","[]",NA,NA
